province,source,sheet,year,period_type,period,category,value_millions,category_normalized
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),5355.83997,Compensación Consenso Fiscal
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,F.E.D.E.I.,0.0,F.E.D.E.I.
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,F.E.D.E.I.,0.0,F.E.D.E.I.
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Financ. | Educativo | Ley Nº 26.075,65315.6790750454,Financiamiento Educativo
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Fondo | Compens. | de | Desequilib.,0.5,Fondo | Compens. | de | Desequilib.
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,6087.4286,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,1370.2823,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,5.8e-07,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,3683.4497,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Ley Nº 23.966 | Art. 30,794.4799,Ley Nº 23.966 | Art. 30
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Ley Nº 24.464 | FO.NA.VI.,4228.7081,Ley Nº 24.464 | FO.NA.VI.
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,2694.1183,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,0.0,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Subtotal,436060.0602750454,Subtotal
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Subtotal,436071.3510750454,Subtotal
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Total | (1) + (2),463176.1690456253,Total | (1) + (2)
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Total | Recursos | Origen Nacional | (1),457820.3290756253,Total | Recursos | Origen Nacional | (1)
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Transfer. | De Servicios | Ley | Nº 24.049,11.2908,Transfer. | De Servicios | Ley | Nº 24.049
Santa Fe,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Vialidad | Provincial,2890.0111,Vialidad | Provincial
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,C.F.I. | Neta De | Ley Nº 26.075,326720.8301,CFI | Neta
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),6248.479965,Compensación Consenso Fiscal
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,F.E.D.E.I.,280.55992537378665,F.E.D.E.I.
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,F.E.D.E.I.,395.9639651565231,F.E.D.E.I.
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Financ. | Educativo | Ley Nº 26.075,71536.21993933542,Financiamiento Educativo
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Fondo | Compens. | de | Desequilib.,0.5,Fondo | Compens. | de | Desequilib.
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,6248.6921,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,1353.394,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,2.72e-06,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,1780.2221000000002,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Ley Nº 23.966 | Art. 30,383.9745,Ley Nº 23.966 | Art. 30
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Ley Nº 24.464 | FO.NA.VI.,4176.5905,Ley Nº 24.464 | FO.NA.VI.
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,2548.1585,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,474.6881018565604,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Subtotal,398257.05003933545,Subtotal
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Subtotal,398268.34083933546,Subtotal
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Total | (1) + (2),425013.9570994423,Total | (1) + (2)
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Total | Recursos | Origen Nacional | (1),418765.4771344423,Total | Recursos | Origen Nacional | (1)
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Transfer. | De Servicios | Ley | Nº 24.049,11.2908,Transfer. | De Servicios | Ley | Nº 24.049
Santa Fe,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Vialidad | Provincial,2854.3926,Vialidad | Provincial
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,C.F.I. | Neta De | Ley Nº 26.075,1136731.8267,CFI | Neta
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),17852.799899999998,Compensación Consenso Fiscal
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,F.E.D.E.I.,487.4288215960482,F.E.D.E.I.
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,F.E.D.E.I.,592.2682112705701,F.E.D.E.I.
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Financ. | Educativo | Ley Nº 26.075,171064.8738,Financiamiento Educativo
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Fondo | Compens. | de | Desequilib.,1.5,Fondo | Compens. | de | Desequilib.
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,19332.2024,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,3568.8839,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,8088.3194,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Ley Nº 23.966 | Art. 30,1744.5622999999998,Ley Nº 23.966 | Art. 30
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Ley Nº 24.464 | FO.NA.VI.,10921.0393,Ley Nº 24.464 | FO.NA.VI.
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,7473.5068,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,710.0208999999999,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Subtotal,1307796.7004999998,Subtotal
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Subtotal,1307830.5728999998,Subtotal
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Total | (1) + (2),1386066.8323328667,Total | (1) + (2)
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Total | Recursos | Origen Nacional | (1),1368214.0324328667,Total | Recursos | Origen Nacional | (1)
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Transfer. | De Servicios | Ley | Nº 24.049,33.87239999999999,Transfer. | De Servicios | Ley | Nº 24.049
Santa Fe,informacion_consolidada_2026_0.xlsx,CONS,2026,consolidated,CONS,Vialidad | Provincial,7463.7275,Vialidad | Provincial
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,C.F.I. | Neta De | Ley Nº 26.075,0,CFI | Neta
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),0,Compensación Consenso Fiscal
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,F.E.D.E.I.,0,F.E.D.E.I.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,F.E.D.E.I.,0,F.E.D.E.I.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Financ. | Educativo | Ley Nº 26.075,0,Financiamiento Educativo
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Fondo | Compens. | de | Desequilib.,0,Fondo | Compens. | de | Desequilib.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,0,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,0,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,0,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Ley Nº 23.966 | Art. 30,0,Ley Nº 23.966 | Art. 30
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Ley Nº 24.464 | FO.NA.VI.,0,Ley Nº 24.464 | FO.NA.VI.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,0,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,0,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Subtotal,0,Subtotal
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Subtotal,0,Subtotal
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Total | (1) + (2),0,Total | (1) + (2)
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Total | Recursos | Origen Nacional | (1),0,Total | Recursos | Origen Nacional | (1)
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Transfer. | De Servicios | Ley | Nº 24.049,0,Transfer. | De Servicios | Ley | Nº 24.049
Santiago del Estero,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Vialidad | Provincial,0,Vialidad | Provincial
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,C.F.I. | Neta De | Ley Nº 26.075,0,CFI | Neta
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),0,Compensación Consenso Fiscal
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,F.E.D.E.I.,0,F.E.D.E.I.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,F.E.D.E.I.,0,F.E.D.E.I.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Financ. | Educativo | Ley Nº 26.075,0,Financiamiento Educativo
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Fondo | Compens. | de | Desequilib.,0,Fondo | Compens. | de | Desequilib.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,0,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,0,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,0,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Ley Nº 23.966 | Art. 30,0,Ley Nº 23.966 | Art. 30
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Ley Nº 24.464 | FO.NA.VI.,0,Ley Nº 24.464 | FO.NA.VI.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,0,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,0,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Subtotal,0,Subtotal
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Subtotal,0,Subtotal
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Total | (1) + (2),0,Total | (1) + (2)
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Total | Recursos | Origen Nacional | (1),0,Total | Recursos | Origen Nacional | (1)
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Transfer. | De Servicios | Ley | Nº 24.049,0,Transfer. | De Servicios | Ley | Nº 24.049
Santiago del Estero,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Vialidad | Provincial,0,Vialidad | Provincial
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,C.F.I. | Neta De | Ley Nº 26.075,0,CFI | Neta
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),0,Compensación Consenso Fiscal
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,F.E.D.E.I.,0,F.E.D.E.I.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,F.E.D.E.I.,0,F.E.D.E.I.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Financ. | Educativo | Ley Nº 26.075,0,Financiamiento Educativo
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Fondo | Compens. | de | Desequilib.,0,Fondo | Compens. | de | Desequilib.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,0,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,0,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,0,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Ley Nº 23.966 | Art. 30,0,Ley Nº 23.966 | Art. 30
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Ley Nº 24.464 | FO.NA.VI.,0,Ley Nº 24.464 | FO.NA.VI.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,0,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,0,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Subtotal,0,Subtotal
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Subtotal,0,Subtotal
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Total | (1) + (2),0,Total | (1) + (2)
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Total | Recursos | Origen Nacional | (1),0,Total | Recursos | Origen Nacional | (1)
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Transfer. | De Servicios | Ley | Nº 24.049,0,Transfer. | De Servicios | Ley | Nº 24.049
Santiago del Estero,informacion_consolidada_2026_0.xlsx,marzo,2026,month,2026-03,Vialidad | Provincial,0,Vialidad | Provincial
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,C.F.I. | Neta De | Ley Nº 26.075,62152.7509,CFI | Neta
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),165.11691,Compensación Consenso Fiscal
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,F.E.D.E.I.,241.4422091621308,F.E.D.E.I.
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,F.E.D.E.I.,229.11192409484136,F.E.D.E.I.
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Financ. | Educativo | Ley Nº 26.075,1940.4373740845017,Financiamiento Educativo
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Fondo | Compens. | de | Desequilib.,3.0,Fondo | Compens. | de | Desequilib.
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,45.1315,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,110.3638,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,355.3191,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Ley Nº 23.966 | Art. 30,3.6525,Ley Nº 23.966 | Art. 30
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Ley Nº 24.464 | FO.NA.VI.,1157.5214,Ley Nº 24.464 | FO.NA.VI.
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A,302.069,Reg.Simplif. | P/Peq.Contrib. | Ley Nº 24.977 | Aart. 59 Inc. A
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.,229.23329453488,Régimen de la Energía Eléctrica | L E Y Nº 2 4 . 0 6 5 | Fdo. P/Comp. | Tarifa Elect.
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Subtotal,64093.1882740845,Subtotal
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Subtotal,64094.1882740845,Subtotal
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Total | (1) + (2),67247.82621187635,Total | (1) + (2)
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Total | Recursos | Origen Nacional | (1),67082.70930187636,Total | Recursos | Origen Nacional | (1)
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Transfer. | De Servicios | Ley | Nº 24.049,1.0,Transfer. | De Servicios | Ley | Nº 24.049
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,enero,2026,month,2026-01,Vialidad | Provincial,311.6763,Vialidad | Provincial
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,C.F.I. | Neta De | Ley Nº 26.075,55328.4489,CFI | Neta
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Compensación | Consenso Fiscal | II. a y b; II. d y e | (2),141.52878,Compensación Consenso Fiscal
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,F.E.D.E.I.,0.0,F.E.D.E.I.
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,F.E.D.E.I.,0.0,F.E.D.E.I.
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Financ. | Educativo | Ley Nº 26.075,3704.4713505249615,Financiamiento Educativo
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Fondo | Compens. | de | Desequilib.,3.0,Fondo | Compens. | de | Desequilib.
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2,39.2753,I.V.A. | Ley Nº 23.966 | Art. 5 | Punto 2
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.,185.5127,Impuesto a los Combustibles Líquidos | Ley Nº 23.966 y Nº 24.699 | Obras de | Infraestr.
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906,0.0,Impuesto s/ | Los Activos | Fdo. Educ. | Ley Nº 23.906
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699,498.6605,Impuesto sobre los | Bienes Personales | Ley | Nº 24.699
Tierra del Fuego,informacion_consolidada_2026_0.xlsx,febrero,2026,month,2026-02,Ley Nº 23.966 | Art. 30,5.126,Ley Nº 23.966 | Art. 30
